GENERATION_PROJECT,timepoint,gen_max_capacity_factor
S-Commercial_PV,30,0.34
S-Commercial_PV,31,0.34
S-Commercial_PV,32,0.34
S-Commercial_PV,33,0.34
S-Commercial_PV,34,0.34
S-Commercial_PV,35,0.34
S-Commercial_PV,36,0.34
S-Commercial_PV,37,0.34
S-Commercial_PV,38,0.34
S-Commercial_PV,39,0.34
S-Commercial_PV,40,0.34
S-Commercial_PV,41,0.34
S-Commercial_PV,42,0.34
S-Commercial_PV,43,0.34
S-Commercial_PV,44,0.34
S-Commercial_PV,45,0.34
S-Commercial_PV,46,0.34
S-Commercial_PV,47,0.34
S-Commercial_PV,48,0.34
S-Commercial_PV,49,0.34
S-Commercial_PV,50,0.34
S-Commercial_PV,51,0.34
S-Commercial_PV,52,0.34
S-Commercial_PV,53,0.34
S-Commercial_PV,54,0.34
S-Commercial_PV,55,0.34
S-Commercial_PV,56,0.34
S-Commercial_PV,57,0.34
S-Commercial_PV,58,0.34
S-Commercial_PV,59,0.34
S-Commercial_PV,60,0.34
S-Commercial_PV,61,0.34
S-Commercial_PV,62,0.34
S-Commercial_PV,63,0.34
S-Commercial_PV,64,0.34
S-Commercial_PV,65,0.34
S-Commercial_PV,66,0.34
S-Commercial_PV,67,0.34
S-Commercial_PV,68,0.34
S-Commercial_PV,69,0.34
S-Commercial_PV,70,0.34
S-Commercial_PV,71,0.34
S-Commercial_PV,72,0.34
S-Commercial_PV,73,0.34
S-Commercial_PV,74,0.34
S-Commercial_PV,75,0.34
S-Commercial_PV,76,0.34
S-Commercial_PV,77,0.34
S-Commercial_PV,78,0.34
S-Commercial_PV,79,0.34
S-Commercial_PV,80,0.34
S-Commercial_PV,81,0.34
S-Commercial_PV,82,0.34
S-Commercial_PV,83,0.34
S-Commercial_PV,84,0.34
S-Commercial_PV,85,0.34
S-Commercial_PV,86,0.34
S-Commercial_PV,87,0.34
S-Commercial_PV,88,0.34
S-Commercial_PV,89,0.34
S-Commercial_PV,90,0.34
S-Commercial_PV,91,0.34
S-Commercial_PV,92,0.34
S-Commercial_PV,93,0.34
S-Commercial_PV,94,0.34
S-Commercial_PV,95,0.34
S-Commercial_PV,96,0.34
S-Central_PV-1,1,0
S-Central_PV-1,2,0.61
S-Central_PV-1,3,0
S-Central_PV-1,4,0.7
S-Central_PV-1,5,0
S-Central_PV-1,6,0.75
S-Central_PV-1,7,0.37
S-Central_PV-1,8,0.37
S-Central_PV-1,9,0.37
S-Central_PV-1,10,0.37
S-Central_PV-1,11,0.37
S-Central_PV-1,12,0.37
S-Central_PV-1,13,0.37
S-Central_PV-1,14,0.37
S-Central_PV-1,15,0.37
S-Central_PV-1,16,0.37
S-Central_PV-1,17,0.37
S-Central_PV-1,18,0.37
S-Central_PV-1,19,0.37
S-Central_PV-1,20,0.37
S-Central_PV-1,21,0.37
S-Central_PV-1,22,0.37
S-Central_PV-1,23,0.37
S-Central_PV-1,24,0.37
S-Central_PV-1,25,0.37
S-Central_PV-1,26,0.37
S-Central_PV-1,27,0.37
S-Central_PV-1,28,0.37
S-Central_PV-1,29,0.37
S-Central_PV-1,30,0.37
S-Central_PV-1,31,0.37
S-Central_PV-1,32,0.37
S-Central_PV-1,33,0.37
S-Central_PV-1,34,0.37
S-Central_PV-1,35,0.37
S-Central_PV-1,36,0.37
S-Central_PV-1,37,0.37
S-Central_PV-1,38,0.37
S-Central_PV-1,39,0.37
S-Central_PV-1,40,0.37
S-Central_PV-1,41,0.37
S-Central_PV-1,42,0.37
S-Central_PV-1,43,0.37
S-Central_PV-1,44,0.37
S-Central_PV-1,45,0.37
S-Central_PV-1,46,0.37
S-Central_PV-1,47,0.37
S-Central_PV-1,48,0.37
S-Central_PV-1,49,0.37
S-Central_PV-1,50,0.37
S-Central_PV-1,51,0.37
S-Central_PV-1,52,0.37
S-Central_PV-1,53,0.37
S-Central_PV-1,54,0.37
S-Central_PV-1,55,0.37
S-Central_PV-1,56,0.37
S-Central_PV-1,57,0.37
S-Central_PV-1,58,0.37
S-Central_PV-1,59,0.37
S-Central_PV-1,60,0.37
S-Central_PV-1,61,0.37
S-Central_PV-1,62,0.37
S-Central_PV-1,63,0.37
S-Central_PV-1,64,0.37
S-Central_PV-1,65,0.37
S-Central_PV-1,66,0.37
S-Central_PV-1,67,0.37
S-Central_PV-1,68,0.37
S-Central_PV-1,69,0.37
S-Central_PV-1,70,0.37
S-Central_PV-1,71,0.37
S-Central_PV-1,72,0.37
S-Central_PV-1,73,0.37
S-Central_PV-1,74,0.37
S-Central_PV-1,75,0.37
S-Central_PV-1,76,0.37
S-Central_PV-1,77,0.37
S-Central_PV-1,78,0.37
S-Central_PV-1,79,0.37
S-Central_PV-1,80,0.37
S-Central_PV-1,81,0.37
S-Central_PV-1,82,0.37
S-Central_PV-1,83,0.37
S-Central_PV-1,84,0.37
S-Central_PV-1,85,0.37
S-Central_PV-1,86,0.37
S-Central_PV-1,87,0.37
S-Central_PV-1,88,0.37
S-Central_PV-1,89,0.37
S-Central_PV-1,90,0.37
S-Central_PV-1,91,0.37
S-Central_PV-1,92,0.37
S-Central_PV-1,93,0.37
S-Central_PV-1,94,0.37
S-Central_PV-1,95,0.37
S-Central_PV-1,96,0.37
S-Central_PV-2,1,0
S-Central_PV-2,2,0.64
S-Central_PV-2,3,0
S-Central_PV-2,4,0.63
S-Central_PV-2,5,0
S-Central_PV-2,6,0.74
S-Central_PV-2,7,0.4
S-Central_PV-2,8,0.4
S-Central_PV-2,9,0.4
S-Central_PV-2,10,0.4
S-Central_PV-2,11,0.4
S-Central_PV-2,12,0.4
S-Central_PV-2,13,0.4
S-Central_PV-2,14,0.4
S-Central_PV-2,15,0.4
S-Central_PV-2,16,0.4
S-Central_PV-2,17,0.4
S-Central_PV-2,18,0.4
S-Central_PV-2,19,0.4
S-Central_PV-2,20,0.4
S-Central_PV-2,21,0.4
S-Central_PV-2,22,0.4
S-Central_PV-2,23,0.4
S-Central_PV-2,24,0.4
S-Central_PV-2,25,0.4
S-Central_PV-2,26,0.4
S-Central_PV-2,27,0.4
S-Central_PV-2,28,0.4
S-Central_PV-2,29,0.4
S-Central_PV-2,30,0.4
S-Central_PV-2,31,0.4
S-Central_PV-2,32,0.4
S-Central_PV-2,33,0.4
S-Central_PV-2,34,0.4
S-Central_PV-2,35,0.4
S-Central_PV-2,36,0.4
S-Central_PV-2,37,0.4
S-Central_PV-2,38,0.4
S-Central_PV-2,39,0.4
S-Central_PV-2,40,0.4
S-Central_PV-2,41,0.4
S-Central_PV-2,42,0.4
S-Central_PV-2,43,0.4
S-Central_PV-2,44,0.4
S-Central_PV-2,45,0.4
S-Central_PV-2,46,0.4
S-Central_PV-2,47,0.4
S-Central_PV-2,48,0.4
S-Central_PV-2,49,0.4
S-Central_PV-2,50,0.4
S-Central_PV-2,51,0.4
S-Central_PV-2,52,0.4
S-Central_PV-2,53,0.4
S-Central_PV-2,54,0.4
S-Central_PV-2,55,0.4
S-Central_PV-2,56,0.4
S-Central_PV-2,57,0.4
S-Central_PV-2,58,0.4
S-Central_PV-2,59,0.4
S-Central_PV-2,60,0.4
S-Central_PV-2,61,0.4
S-Central_PV-2,62,0.4
S-Central_PV-2,63,0.4
S-Central_PV-2,64,0.4
S-Central_PV-2,65,0.4
S-Central_PV-2,66,0.4
S-Central_PV-2,67,0.4
S-Central_PV-2,68,0.4
S-Central_PV-2,69,0.4
S-Central_PV-2,70,0.4
S-Central_PV-2,71,0.4
S-Central_PV-2,72,0.4
S-Central_PV-2,73,0.4
S-Central_PV-2,74,0.4
S-Central_PV-2,75,0.4
S-Central_PV-2,76,0.4
S-Central_PV-2,77,0.4
S-Central_PV-2,78,0.4
S-Central_PV-2,79,0.4
S-Central_PV-2,80,0.4
S-Central_PV-2,81,0.4
S-Central_PV-2,82,0.4
S-Central_PV-2,83,0.4
S-Central_PV-2,84,0.4
S-Central_PV-2,85,0.4
S-Central_PV-2,86,0.4
S-Central_PV-2,87,0.4
S-Central_PV-2,88,0.4
S-Central_PV-2,89,0.4
S-Central_PV-2,90,0.4
S-Central_PV-2,91,0.4
S-Central_PV-2,92,0.4
S-Central_PV-2,93,0.4
S-Central_PV-2,94,0.4
S-Central_PV-2,95,0.4
S-Central_PV-2,96,0.4
N-Wind-1,1,0.6
N-Wind-1,2,0.3
N-Wind-1,3,0.65
N-Wind-1,4,0.42
N-Wind-1,5,0.12
N-Wind-1,6,0.05
N-Wind-1,7,0.8
N-Wind-1,8,0.8
N-Wind-1,9,0.8
N-Wind-1,10,0.8
N-Wind-1,11,0.8
N-Wind-1,12,0.8
N-Wind-1,13,0.8
N-Wind-1,14,0.8
N-Wind-1,15,0.8
N-Wind-1,16,0.8
N-Wind-1,17,0.8
N-Wind-1,18,0.8
N-Wind-1,19,0.8
N-Wind-1,20,0.8
N-Wind-1,21,0.8
N-Wind-1,22,0.8
N-Wind-1,23,0.8
N-Wind-1,24,0.8
N-Wind-1,25,0.8
N-Wind-1,26,0.8
N-Wind-1,27,0.8
N-Wind-1,28,0.8
N-Wind-1,29,0.8
N-Wind-1,30,0.8
N-Wind-1,31,0.8
N-Wind-1,32,0.8
N-Wind-1,33,0.8
N-Wind-1,34,0.8
N-Wind-1,35,0.8
N-Wind-1,36,0.8
N-Wind-1,37,0.8
N-Wind-1,38,0.8
N-Wind-1,39,0.8
N-Wind-1,40,0.8
N-Wind-1,41,0.8
N-Wind-1,42,0.8
N-Wind-1,43,0.8
N-Wind-1,44,0.8
N-Wind-1,45,0.8
N-Wind-1,46,0.8
N-Wind-1,47,0.8
N-Wind-1,48,0.8
N-Wind-1,49,0.8
N-Wind-1,50,0.8
N-Wind-1,51,0.8
N-Wind-1,52,0.8
N-Wind-1,53,0.8
N-Wind-1,54,0.8
N-Wind-1,55,0.8
N-Wind-1,56,0.8
N-Wind-1,57,0.8
N-Wind-1,58,0.8
N-Wind-1,59,0.8
N-Wind-1,60,0.8
N-Wind-1,61,0.8
N-Wind-1,62,0.8
N-Wind-1,63,0.8
N-Wind-1,64,0.8
N-Wind-1,65,0.8
N-Wind-1,66,0.8
N-Wind-1,67,0.8
N-Wind-1,68,0.8
N-Wind-1,69,0.8
N-Wind-1,70,0.8
N-Wind-1,71,0.8
N-Wind-1,72,0.8
N-Wind-1,73,0.8
N-Wind-1,74,0.8
N-Wind-1,75,0.8
N-Wind-1,76,0.8
N-Wind-1,77,0.8
N-Wind-1,78,0.8
N-Wind-1,79,0.8
N-Wind-1,80,0.8
N-Wind-1,81,0.8
N-Wind-1,82,0.8
N-Wind-1,83,0.8
N-Wind-1,84,0.8
N-Wind-1,85,0.8
N-Wind-1,86,0.8
N-Wind-1,87,0.8
N-Wind-1,88,0.8
N-Wind-1,89,0.8
N-Wind-1,90,0.8
N-Wind-1,91,0.8
N-Wind-1,92,0.8
N-Wind-1,93,0.8
N-Wind-1,94,0.8
N-Wind-1,95,0.8
N-Wind-1,96,0.8
N-Wind-2,1,0.68
N-Wind-2,2,0.33
N-Wind-2,3,0.71
N-Wind-2,4,0.46
N-Wind-2,5,0.17
N-Wind-2,6,0.13
N-Wind-2,7,0.87
N-Wind-2,8,0.87
N-Wind-2,9,0.87
N-Wind-2,10,0.87
N-Wind-2,11,0.87
N-Wind-2,12,0.87
N-Wind-2,13,0.87
N-Wind-2,14,0.87
N-Wind-2,15,0.87
N-Wind-2,16,0.87
N-Wind-2,17,0.87
N-Wind-2,18,0.87
N-Wind-2,19,0.87
N-Wind-2,20,0.87
N-Wind-2,21,0.87
N-Wind-2,22,0.87
N-Wind-2,23,0.87
N-Wind-2,24,0.87
N-Wind-2,25,0.87
N-Wind-2,26,0.87
N-Wind-2,27,0.87
N-Wind-2,28,0.87
N-Wind-2,29,0.87
N-Wind-2,30,0.87
N-Wind-2,31,0.87
N-Wind-2,32,0.87
N-Wind-2,33,0.87
N-Wind-2,34,0.87
N-Wind-2,35,0.87
N-Wind-2,36,0.87
N-Wind-2,37,0.87
N-Wind-2,38,0.87
N-Wind-2,39,0.87
N-Wind-2,40,0.87
N-Wind-2,41,0.87
N-Wind-2,42,0.87
N-Wind-2,43,0.87
N-Wind-2,44,0.87
N-Wind-2,45,0.87
N-Wind-2,46,0.87
N-Wind-2,47,0.87
N-Wind-2,48,0.87
N-Wind-2,49,0.87
N-Wind-2,50,0.87
N-Wind-2,51,0.87
N-Wind-2,52,0.87
N-Wind-2,53,0.87
N-Wind-2,54,0.87
N-Wind-2,55,0.87
N-Wind-2,56,0.87
N-Wind-2,57,0.87
N-Wind-2,58,0.87
N-Wind-2,59,0.87
N-Wind-2,60,0.87
N-Wind-2,61,0.87
N-Wind-2,62,0.87
N-Wind-2,63,0.87
N-Wind-2,64,0.87
N-Wind-2,65,0.87
N-Wind-2,66,0.87
N-Wind-2,67,0.87
N-Wind-2,68,0.87
N-Wind-2,69,0.87
N-Wind-2,70,0.87
N-Wind-2,71,0.87
N-Wind-2,72,0.87
N-Wind-2,73,0.87
N-Wind-2,74,0.87
N-Wind-2,75,0.87
N-Wind-2,76,0.87
N-Wind-2,77,0.87
N-Wind-2,78,0.87
N-Wind-2,79,0.87
N-Wind-2,80,0.87
N-Wind-2,81,0.87
N-Wind-2,82,0.87
N-Wind-2,83,0.87
N-Wind-2,84,0.87
N-Wind-2,85,0.87
N-Wind-2,86,0.87
N-Wind-2,87,0.87
N-Wind-2,88,0.87
N-Wind-2,89,0.87
N-Wind-2,90,0.87
N-Wind-2,91,0.87
N-Wind-2,92,0.87
N-Wind-2,93,0.87
N-Wind-2,94,0.87
N-Wind-2,95,0.87
N-Wind-2,96,0.87
C-Wind-1,1,0.66
C-Wind-1,2,0.4
C-Wind-1,3,0.73
C-Wind-1,4,0.5
C-Wind-1,5,0.22
C-Wind-1,6,0.05
C-Wind-1,7,0.8
C-Wind-1,8,0.8
C-Wind-1,9,0.8
C-Wind-1,10,0.8
C-Wind-1,11,0.8
C-Wind-1,12,0.8
C-Wind-1,13,0.8
C-Wind-1,14,0.8
C-Wind-1,15,0.8
C-Wind-1,16,0.8
C-Wind-1,17,0.8
C-Wind-1,18,0.8
C-Wind-1,19,0.8
C-Wind-1,20,0.8
C-Wind-1,21,0.8
C-Wind-1,22,0.8
C-Wind-1,23,0.8
C-Wind-1,24,0.8
C-Wind-1,25,0.8
C-Wind-1,26,0.8
C-Wind-1,27,0.8
C-Wind-1,28,0.8
C-Wind-1,29,0.8
C-Wind-1,30,0.8
C-Wind-1,31,0.8
C-Wind-1,32,0.8
C-Wind-1,33,0.8
C-Wind-1,34,0.8
C-Wind-1,35,0.8
C-Wind-1,36,0.8
C-Wind-1,37,0.8
C-Wind-1,38,0.8
C-Wind-1,39,0.8
C-Wind-1,40,0.8
C-Wind-1,41,0.8
C-Wind-1,42,0.8
C-Wind-1,43,0.8
C-Wind-1,44,0.8
C-Wind-1,45,0.8
C-Wind-1,46,0.8
C-Wind-1,47,0.8
C-Wind-1,48,0.8
C-Wind-1,49,0.8
C-Wind-1,50,0.8
C-Wind-1,51,0.8
C-Wind-1,52,0.8
C-Wind-1,53,0.8
C-Wind-1,54,0.8
C-Wind-1,55,0.8
C-Wind-1,56,0.8
C-Wind-1,57,0.8
C-Wind-1,58,0.8
C-Wind-1,59,0.8
C-Wind-1,60,0.8
C-Wind-1,61,0.8
C-Wind-1,62,0.8
C-Wind-1,63,0.8
C-Wind-1,64,0.8
C-Wind-1,65,0.8
C-Wind-1,66,0.8
C-Wind-1,67,0.8
C-Wind-1,68,0.8
C-Wind-1,69,0.8
C-Wind-1,70,0.8
C-Wind-1,71,0.8
C-Wind-1,72,0.8
C-Wind-1,73,0.8
C-Wind-1,74,0.8
C-Wind-1,75,0.8
C-Wind-1,76,0.8
C-Wind-1,77,0.8
C-Wind-1,78,0.8
C-Wind-1,79,0.8
C-Wind-1,80,0.8
C-Wind-1,81,0.8
C-Wind-1,82,0.8
C-Wind-1,83,0.8
C-Wind-1,84,0.8
C-Wind-1,85,0.8
C-Wind-1,86,0.8
C-Wind-1,87,0.8
C-Wind-1,88,0.8
C-Wind-1,89,0.8
C-Wind-1,90,0.8
C-Wind-1,91,0.8
C-Wind-1,92,0.8
C-Wind-1,93,0.8
C-Wind-1,94,0.8
C-Wind-1,95,0.8
C-Wind-1,96,0.8
C-Wind-2,1,0.62
C-Wind-2,2,0.36
C-Wind-2,3,0.66
C-Wind-2,4,0.48
C-Wind-2,5,0.14
C-Wind-2,6,0.05
C-Wind-2,7,0.86
C-Wind-2,8,0.86
C-Wind-2,9,0.86
C-Wind-2,10,0.86
C-Wind-2,11,0.86
C-Wind-2,12,0.86
C-Wind-2,13,0.86
C-Wind-2,14,0.86
C-Wind-2,15,0.86
C-Wind-2,16,0.86
C-Wind-2,17,0.86
C-Wind-2,18,0.86
C-Wind-2,19,0.86
C-Wind-2,20,0.86
C-Wind-2,21,0.86
C-Wind-2,22,0.86
C-Wind-2,23,0.86
C-Wind-2,24,0.86
C-Wind-2,25,0.86
C-Wind-2,26,0.86
C-Wind-2,27,0.86
C-Wind-2,28,0.86
C-Wind-2,29,0.86
C-Wind-2,30,0.86
C-Wind-2,31,0.86
C-Wind-2,32,0.86
C-Wind-2,33,0.86
C-Wind-2,34,0.86
C-Wind-2,35,0.86
C-Wind-2,36,0.86
C-Wind-2,37,0.86
C-Wind-2,38,0.86
C-Wind-2,39,0.86
C-Wind-2,40,0.86
C-Wind-2,41,0.86
C-Wind-2,42,0.86
C-Wind-2,43,0.86
C-Wind-2,44,0.86
C-Wind-2,45,0.86
C-Wind-2,46,0.86
C-Wind-2,47,0.86
C-Wind-2,48,0.86
C-Wind-2,49,0.86
C-Wind-2,50,0.86
C-Wind-2,51,0.86
C-Wind-2,52,0.86
C-Wind-2,53,0.86
C-Wind-2,54,0.86
C-Wind-2,55,0.86
C-Wind-2,56,0.86
C-Wind-2,57,0.86
C-Wind-2,58,0.86
C-Wind-2,59,0.86
C-Wind-2,60,0.86
C-Wind-2,61,0.86
C-Wind-2,62,0.86
C-Wind-2,63,0.86
C-Wind-2,64,0.86
C-Wind-2,65,0.86
C-Wind-2,66,0.86
C-Wind-2,67,0.86
C-Wind-2,68,0.86
C-Wind-2,69,0.86
C-Wind-2,70,0.86
C-Wind-2,71,0.86
C-Wind-2,72,0.86
C-Wind-2,73,0.86
C-Wind-2,74,0.86
C-Wind-2,75,0.86
C-Wind-2,76,0.86
C-Wind-2,77,0.86
C-Wind-2,78,0.86
C-Wind-2,79,0.86
C-Wind-2,80,0.86
C-Wind-2,81,0.86
C-Wind-2,82,0.86
C-Wind-2,83,0.86
C-Wind-2,84,0.86
C-Wind-2,85,0.86
C-Wind-2,86,0.86
C-Wind-2,87,0.86
C-Wind-2,88,0.86
C-Wind-2,89,0.86
C-Wind-2,90,0.86
C-Wind-2,91,0.86
C-Wind-2,92,0.86
C-Wind-2,93,0.86
C-Wind-2,94,0.86
C-Wind-2,95,0.86
C-Wind-2,96,0.86
